54369	Nme6	NME/NM23 nucleoside diphosphate kinase 6 [Source:MGI Symbol;Acc:MGI:1861676]										
56448	Cyp2d22	cytochrome P450, family 2, subfamily d, polypeptide 22 [Source:MGI Symbol;Acc:MGI:1929474]										
56490	Zbtb20	zinc finger and BTB domain containing 20 [Source:MGI Symbol;Acc:MGI:1929213]										
56554	Raet1d	retinoic acid early transcript delta [Source:MGI Symbol;Acc:MGI:1861032]										
56619	Clec4e	C-type lectin domain family 4, member e [Source:MGI Symbol;Acc:MGI:1861232]										
57440	Ehd3	EH-domain containing 3 [Source:MGI Symbol;Acc:MGI:1928900]										
58520	Erg28	ergosterol biosynthesis 28 [Source:MGI Symbol;Acc:MGI:1915571]										
620913	Gm12185	predicted gene 12185 [Source:MGI Symbol;Acc:MGI:3652173]										
626578	Gbp10	guanylate-binding protein 10 [Source:MGI Symbol;Acc:MGI:4359647]										
634650	Gbp11	guanylate binding protein 11 [Source:MGI Symbol;Acc:MGI:3646307]										
636741	Zfp964	zinc finger protein 964 [Source:MGI Symbol;Acc:MGI:3646490]										
65086	Lpar3	lysophosphatidic acid receptor 3 [Source:MGI Symbol;Acc:MGI:1929469]										
66129	Prxl2c	peroxiredoxin like 2C [Source:MGI Symbol;Acc:MGI:1913379]										
66401	Nudt2	nudix hydrolase 2 [Source:MGI Symbol;Acc:MGI:1913651]										
66441	Magohb	mago homolog B, exon junction complex core component [Source:MGI Symbol;Acc:MGI:1913691]										
66461	Ptpmt1	protein tyrosine phosphatase, mitochondrial 1 [Source:MGI Symbol;Acc:MGI:1913711]										
664968	Tmem238	transmembrane protein 238 [Source:MGI Symbol;Acc:MGI:1922935]										
66611	Ribc1	RIB43A domain with coiled-coils 1 [Source:MGI Symbol;Acc:MGI:1913861]										
666311	Zscan25	zinc finger and SCAN domain containing 25 [Source:MGI Symbol;Acc:MGI:3647079]										
66664	Tmem41a	transmembrane protein 41a [Source:MGI Symbol;Acc:MGI:1913914]										
66715	Henmt1	HEN1 methyltransferase homolog 1 (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1913965]										
667214	9930111J21Rik1	RIKEN cDNA 9930111J21 gene 1 [Source:MGI Symbol;Acc:MGI:3041173]										
667370	Ifit3b	interferon-induced protein with tetratricopeptide repeats 3B [Source:MGI Symbol;Acc:MGI:3698419]										
667373	Ifit1bl1	interferon induced protein with tetratricpeptide repeats 1B like 1 [Source:MGI Symbol;Acc:MGI:3650685]										
66931	1700010I14Rik	RIKEN cDNA 1700010I14 gene [Source:MGI Symbol;Acc:MGI:1914181]										
67046	Tbc1d7	TBC1 domain family, member 7 [Source:MGI Symbol;Acc:MGI:1914296]										
67235	Zkscan14	zinc finger with KRAB and SCAN domains 14 [Source:MGI Symbol;Acc:MGI:1914485]										
67533	Ppfibp1	PTPRF interacting protein, binding protein 1 (liprin beta 1) [Source:MGI Symbol;Acc:MGI:1914783]										
67800	Dgat2	diacylglycerol O-acyltransferase 2 [Source:MGI Symbol;Acc:MGI:1915050]										
67911	Zfp169	zinc finger protein 169 [Source:MGI Symbol;Acc:MGI:1915161]										
68404	Nrn1	neuritin 1 [Source:MGI Symbol;Acc:MGI:1915654]										
68721	Cfap68	cilia and flagella associated protein 68 [Source:MGI Symbol;Acc:MGI:1915971]										
68876	Atp23	ATP23 metallopeptidase and ATP synthase assembly factor homolog [Source:MGI Symbol;Acc:MGI:1916984]										
68891	Cd177	CD177 antigen [Source:MGI Symbol;Acc:MGI:1916141]										
68968	Cdan1	congenital dyserythropoietic anemia, type I (human) [Source:MGI Symbol;Acc:MGI:1916218]										
69635	Dapk1	death associated protein kinase 1 [Source:MGI Symbol;Acc:MGI:1916885]										
69747	Zswim7	zinc finger SWIM-type containing 7 [Source:MGI Symbol;Acc:MGI:1916997]										
70300	Fuz	fuzzy planar cell polarity protein [Source:MGI Symbol;Acc:MGI:1917550]										
70325	Pigw	phosphatidylinositol glycan anchor biosynthesis, class W [Source:MGI Symbol;Acc:MGI:1917575]										
70382	Kctd2	potassium channel tetramerisation domain containing 2 [Source:MGI Symbol;Acc:MGI:1917632]										
70451	Dhrs13	dehydrogenase/reductase (SDR family) member 13 [Source:MGI Symbol;Acc:MGI:1917701]										
70458	2610318N02Rik	RIKEN cDNA 2610318N02 gene [Source:MGI Symbol;Acc:MGI:1917708]										
70785	Dennd1c	DENN domain containing 1C [Source:MGI Symbol;Acc:MGI:1918035]										
70891	Spdya	speedy/RINGO cell cycle regulator family, member A [Source:MGI Symbol;Acc:MGI:1918141]										
70984	4931406C07Rik	RIKEN cDNA 4931406C07 gene [Source:MGI Symbol;Acc:MGI:1918234]										
71640	Zfp949	zinc finger protein 949 [Source:MGI Symbol;Acc:MGI:1918890]										
71776	Tha1	threonine aldolase 1 [Source:MGI Symbol;Acc:MGI:1919026]										
71804	Mtfr2	mitochondrial fission regulator 2 [Source:MGI Symbol;Acc:MGI:1919054]										
71846	Syce2	synaptonemal complex central element protein 2 [Source:MGI Symbol;Acc:MGI:1919096]										
71890	Mad2l2	MAD2 mitotic arrest deficient-like 2 [Source:MGI Symbol;Acc:MGI:1919140]										
71924	Tube1	tubulin, epsilon 1 [Source:MGI Symbol;Acc:MGI:1919174]										
71988	Esco2	establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:MGI Symbol;Acc:MGI:1919238]										
72194	Fbxl20	F-box and leucine-rich repeat protein 20 [Source:MGI Symbol;Acc:MGI:1919444]										
72315	Ccdc74a	coiled-coil domain containing 74A [Source:MGI Symbol;Acc:MGI:1919565]										
72415	Sgo1	shugoshin 1 [Source:MGI Symbol;Acc:MGI:1919665]										
72587	Pan3	PAN3 poly(A) specific ribonuclease subunit [Source:MGI Symbol;Acc:MGI:1919837]										
73739	Cby1	chibby family member 1, beta catenin antagonist [Source:MGI Symbol;Acc:MGI:1920989]										
74154	Unkl	unkempt family like zinc finger [Source:MGI Symbol;Acc:MGI:1921404]										
74377	Hsf2bp	heat shock transcription factor 2 binding protein [Source:MGI Symbol;Acc:MGI:1921627]										
74464	Zswim5	zinc finger SWIM-type containing 5 [Source:MGI Symbol;Acc:MGI:1921714]										
75507	Pou5f2	POU domain class 5, transcription factor 2 [Source:MGI Symbol;Acc:MGI:1922757]										
75735	Pank1	pantothenate kinase 1 [Source:MGI Symbol;Acc:MGI:1922985]										
75870	Tcam1	testicular cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:1923120]										
76737	Creld2	cysteine-rich with EGF-like domains 2 [Source:MGI Symbol;Acc:MGI:1923987]										
76843	Dtl	denticleless E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1924093]										
77041	Arsk	arylsulfatase K [Source:MGI Symbol;Acc:MGI:1924291]										
77128	Crebrf	CREB3 regulatory factor [Source:MGI Symbol;Acc:MGI:1924378]										
77595	Nup210l	nucleoporin 210-like [Source:MGI Symbol;Acc:MGI:1924845]										
77951	Cyp20a1	cytochrome P450, family 20, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1925201]										
78266	Zfp687	zinc finger protein 687 [Source:MGI Symbol;Acc:MGI:1925516]										
78309	Cul9	cullin 9 [Source:MGI Symbol;Acc:MGI:1925559]										
78801	Ak7	adenylate kinase 7 [Source:MGI Symbol;Acc:MGI:1926051]										
80515	Rnf227	ring finger protein 227 [Source:MGI Symbol;Acc:MGI:1915359]										
83382	Siglece	sialic acid binding Ig-like lectin E [Source:MGI Symbol;Acc:MGI:1932475]										
